distribution,pga_g,comparable_scale
local_P695_scaled_analysis_all_sets,0.0832536,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.0468192,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.443293,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.19212445,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3132501,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.28279447,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1469132,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.28929306,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2459303,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2110776,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.241001,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2082095,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.496352,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2513745,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.0765926,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.12296515,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1801786,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.19542911499999996,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.38057835,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.49480662,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3707521,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.092688025,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3707521,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.058765454999999994,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.0909945,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.15515255,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.7068666,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3390086,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.089454475,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.4349029,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.38851679999999994,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.41655131,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.07417059999999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.11786914999999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2078915,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2820775,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.178938,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2459303,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.06236745,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.15377005,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.269103,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.036720449999999995,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.420463,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.19797749999999997,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.7063502,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.23319232999999998,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.7088493,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2066379,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1702631,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.14634845,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.853739,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.153703,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.19212445,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.057824083333333144,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.0734566,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.269794,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.38542,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.12692834,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.31541035,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1046371,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.6345515,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2151842,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.49480662,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.28279447,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.0734566,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.15515255,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1097705,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.22036174999999997,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3707521,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.38542,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.11844619499999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3655816,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1224015,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.377425,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.0757915,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.35892192,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.05266785,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1683845,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.27736512999999996,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.12423075,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.20488782999999997,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.04250289,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.25952646999999995,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.139592225,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.29880865,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.036720449999999995,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.07683934999999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.514562,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.060598815,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.130655,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.0967448,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1423056,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2208569,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.37706175,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.21190506,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.7858324999999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.4132758,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.5488525,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.09993956999999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.614812,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.249848925,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.351329,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2591897,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3625452,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.514796,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.886586,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.5439786,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.8443104,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.8945447500000001,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.7083815,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2560095,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.89948745,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.351119,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.0511575,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.484298,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.4221552,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.35442465,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.5269935,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.496352,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.4132758,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.715752,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2779333,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.8834276,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.4634844999999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.1861196,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.628666,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3139113,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.780398,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3672045,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.357876,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.39592225,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.35663849999999997,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.25032915,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.614812,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.5223134,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.6353847,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.36322350000000003,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1508247,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.28306875,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.4833936,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.570867525,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.08789511,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2560095,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.26558,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.9444075,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.208449975,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.4634844999999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.822429,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.208449975,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.4190947,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.47220375,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.5685716,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.6662638,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.1707876,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.363978,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.37706175,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2513745,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.024038,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.906631,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.254669,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.7070624999999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.5558666,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.303166,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.0629628,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.363978,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.13278715,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.5439786,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.09429989999999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.18888149999999998,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.8370968,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.18588,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.6675444,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.4185484,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.57705175,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.39836145,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1523793083333332,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.005498,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.21321435,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.78393,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1053987,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.21190506,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.19811795,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.26620875,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.832838,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.5558666,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.89260995,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.56565,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.38401425,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.643573,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.11562599999999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.41626799999999997,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2311969,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.4112145,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.502749,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.5667052,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.2336435,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.5459670000000001,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.7253048,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.5661375,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.26558,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.10736280000000001,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1053987,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.35663849999999997,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.282825,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.04497,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.08395065,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.23129633333333258,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.62864205,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.50954535,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.158937,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.0913715000000002,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.5930598,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.31231425,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.105958,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.891692,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.9036545,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.0870895,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.0735695,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2842858,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.210745,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.514796,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.14173505,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.10190907,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.17831924999999998,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.7350485,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.6625707,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.0989084,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.5853938,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.39482065,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1446006,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.502749,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.2050049999999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.19271,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.416419,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.516457,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3845592,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.386097,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.151528,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.1559845,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.8780907,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.1901466,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.909945,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.0394575000000001,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.13871814,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.6120075,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3534333,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.9435625000000001,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.8079842,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2066379,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,2.1343475,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.992704,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.8325359999999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.6590145,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.273345,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.26333925,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.496352,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.31541035,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3358026,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1668861,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.7445280000000001,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.516457,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.592230975,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.045458399999999996,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3331319,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.7115279999999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.18537605,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.9174150000000001,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.17347224999999944,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2926969,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.16984845,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.858775,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.2568725,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.27298350000000005,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.21321435,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1053987,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.7924718,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.8873625,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.348358,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.7326056,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3615015,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.38200349999999994,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.363978,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.18588,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3166164,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.13389779999999998,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.391965,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.7415042,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.5740124999999998,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.30753074999999996,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.8315139999999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.644858,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.243233,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.8375533499999999,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.243233,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.2806085,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.7611567,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.032914,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.18888149999999998,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.536814,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.164127,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.7445280000000001,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.26333925,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2416968,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.43947555000000005,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.14649185,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.8233905000000001,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.26131,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.5439786,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.199180725,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.6246285,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.75073,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2779333,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.18446195,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.244803,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.277512,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.410041,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.423832,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.0522537,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.7775691,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.4112145,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.11564816666666629,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3648495,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.2050205,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.38734275000000007,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3663028,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.07495,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,1.14173505,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.1679013,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.3047586166666664,scaled analysis input PGA
local_P695_scaled_analysis_all_sets,0.5661375,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.181989,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1252566,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.51255125,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.6246285,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.5269935,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.19425839999999997,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.10054980000000001,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.264895,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1273923,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.18941,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.8233905000000001,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.41626799999999997,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.44368125,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.474352,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.482002,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.351329,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.237176,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.415783,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.075764,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.4242375,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1273923,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.35576399999999997,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.053116,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.5661375,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.181989,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.16602319999999998,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1756645,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.211916,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.391965,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1562141,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.31231425,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.410041,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.29719875,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.041975200000000004,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.030305600000000002,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.43889875,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.2513745,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.3637905,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.7115279999999999,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.443293,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.0900893,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.26620875,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.44110875,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1024038,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.26558,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.178938,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1024038,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1756645,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.0715752,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.443293,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.822429,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.5579075,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.22485,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.32950725,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.08568105,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,1.02803625,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.22485,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.5459670000000001,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.08315660000000001,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.61682175,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.16870069999999998,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.536814,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.0765926,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.64557125,scaled analysis input PGA
