method,scenario,split_id,alpha,selected_margin,calibration_risk_stat,test_false_safe_rate_given_unsafe,test_false_safe_rate_among_accepted,test_accepted_coverage
cp_bonferroni_upper95,exchangeable_retained_rc_wall,20,0.05,0.5,0.00960779772309359,0.0034891835310537334,0.0022456770716370988,0.4249856842908952
cp_bonferroni_upper95,exchangeable_retained_rc_wall,21,0.05,0.5,0.0062716521921843005,0.005937827453719874,0.003827966674172484,0.42384042756251195
cp_bonferroni_upper95,exchangeable_retained_rc_wall,22,0.05,0.5,0.00892462712671498,0.003934191702432046,0.0024341668510732464,0.4312845962970032
cp_bonferroni_upper95,exchangeable_retained_rc_wall,23,0.05,0.5,0.008652735097024343,0.004200210010500525,0.0027112516945323093,0.4224088566520328
cp_bonferroni_upper95,exchangeable_retained_rc_wall,24,0.05,0.5,0.00903708576979684,0.003884180790960452,0.002463605823068309,0.4261309410192785
cp_bonferroni_upper95,exchangeable_retained_rc_wall,25,0.05,0.5,0.008930801350674155,0.003931379556826304,0.0024304021210782146,0.4319526627218935
cp_bonferroni_upper95,exchangeable_retained_rc_wall,26,0.05,0.5,0.008622286713281536,0.004214963119072708,0.0026714158504007124,0.42870776865814086
cp_bonferroni_upper95,exchangeable_retained_rc_wall,27,0.05,0.5,0.007665546903251896,0.004929577464788733,0.003131991051454139,0.42660813132277153
cp_bonferroni_upper95,exchangeable_retained_rc_wall,28,0.05,0.5,0.008242687083299312,0.0045185957594716716,0.002925950934053567,0.4240313036839091
cp_bonferroni_upper95,exchangeable_retained_rc_wall,29,0.05,0.5,0.005645572679929109,0.0064285714285714285,0.004027746699485343,0.4265126932620729
cp_bonferroni_upper95,exchangeable_retained_rc_wall,30,0.05,0.5,0.008589040042682041,0.004231311706629055,0.002696629213483146,0.4246993701087994
cp_bonferroni_upper95,exchangeable_retained_rc_wall,31,0.05,0.5,0.007625391202371628,0.00495575221238938,0.003138309796009863,0.42574918877648404
cp_bonferroni_upper95,exchangeable_retained_rc_wall,32,0.05,0.5,0.009600995949038394,0.0034916201117318434,0.0022629554197782305,0.42174079022714256
cp_bonferroni_upper95,exchangeable_retained_rc_wall,33,0.05,0.5,0.008628359234692868,0.004212004212004212,0.0026911863646557526,0.42555831265508687
cp_bonferroni_upper95,exchangeable_retained_rc_wall,34,0.05,0.5,0.008090183598328452,0.004603399433427762,0.0029161058770749214,0.42546287459438825
cp_bonferroni_upper95,exchangeable_retained_rc_wall,35,0.05,0.5,0.007135160828339062,0.00532292405961675,0.003355704697986577,0.42660813132277153
cp_bonferroni_upper95,exchangeable_retained_rc_wall,36,0.05,0.5,0.01036019590872622,0.002834868887313962,0.0017873100983020554,0.4271807596869632
cp_bonferroni_upper95,exchangeable_retained_rc_wall,37,0.05,0.5,0.006785304752011799,0.005571030640668524,0.003554765607642746,0.42956671120442835
cp_bonferroni_upper95,exchangeable_retained_rc_wall,38,0.05,0.5,0.008201847132751624,0.0045406915822563745,0.002892745883400089,0.4288986447795381
cp_bonferroni_upper95,exchangeable_retained_rc_wall,39,0.05,0.5,0.008184467921181162,0.004550227511375569,0.002928587519711647,0.4236495514411147
cp_bonferroni_upper95,exchangeable_retained_rc_wall,40,0.05,0.5,0.008260314689266092,0.004509191814082553,0.0029552170947942714,0.41983202901317046
cp_bonferroni_upper95,exchangeable_retained_rc_wall,41,0.05,0.5,0.00894937538628375,0.0039229671897289585,0.0024509803921568627,0.42832601641534646
cp_bonferroni_upper95,exchangeable_retained_rc_wall,42,0.05,0.5,0.009168665870858527,0.0038287504350852765,0.00244173140954495,0.42994846344722276
cp_bonferroni_upper95,exchangeable_retained_rc_wall,43,0.05,0.5,0.008714281595927338,0.004171011470281543,0.002697841726618705,0.4245084939874022
cp_bonferroni_upper95,exchangeable_retained_rc_wall,44,0.05,0.5,0.004713009114582919,0.007024938531787847,0.0044782803403493054,0.42622637907997707
cp_bonferroni_upper95,exchangeable_retained_rc_wall,45,0.05,0.5,0.007205451674522672,0.005270555165144062,0.003427004797806717,0.41773239167780113
cp_bonferroni_upper95,exchangeable_retained_rc_wall,46,0.05,0.5,0.007251374627055541,0.005237430167597765,0.003341501447983961,0.42842145447604507
cp_bonferroni_upper95,exchangeable_retained_rc_wall,47,0.05,0.5,0.006604711494030886,0.005724508050089445,0.0036011703803736214,0.4240313036839091
cp_bonferroni_upper95,exchangeable_retained_rc_wall,48,0.05,0.5,0.007253943071773605,0.005235602094240838,0.003348961821835231,0.42746707386905897
cp_bonferroni_upper95,exchangeable_retained_rc_wall,49,0.05,0.5,0.007791371497483634,0.004851004851004851,0.0031376064545047063,0.42584462683718266
cp_bonferroni_upper95,domain_blocked_rc_wall_to_esm,0,0.05,0.5,0.006987599001271808,0.020833333333333332,0.020048115477145148,0.33931972789115644
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:EMSC-20161026_0000095,0.05,0.5,0.04716791367825363,,0.0,0.5306122448979592
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:EMSC-20161030_0000029,0.05,0.75,0.013624081923536834,0.0,0.0,0.008333333333333333
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:INT-20230206_0000008,0.05,0.75,0.014490006015071815,0.0,0.0,0.44541484716157204
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:INT-20230206_0000222,0.05,0.75,0.012685496735571417,0.0,0.0,0.02564102564102564
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:INT-UT19990920_174715,0.05,0.75,0.01867187251494627,0.0,0.0,0.010050251256281407
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:INT-UT19991022_021856,0.05,0.5,0.04716791367825363,,0.0,0.9459459459459459
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:IS-2000-0048,0.05,0.5,0.04716791367825363,,0.0,0.5641025641025641
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:IS-2000-0053,0.05,0.5,0.04421702925302513,0.05555555555555555,0.03278688524590164,0.4552238805970149
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:IS-2008-0054,0.05,0.5,0.047401909291794886,0.0,0.0,0.34523809523809523
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:TK-1999-0415,0.05,0.5,0.02718194317143407,0.24,0.8571428571428571,0.25925925925925924
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:UZ-1976-0001,0.05,0.75,0.013320822995623694,0.0,0.0,0.04838709677419355
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:EMSC-20161026_0000095,0.05,0.75,0.011897389017134276,,0.0,0.5102040816326531
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:EMSC-20161030_0000029,0.05,0.75,0.013624081923536834,0.0,0.0,0.0
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:INT-20230206_0000008,0.05,0.75,0.014490006015071815,0.0,0.0,0.4192139737991266
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:INT-20230206_0000222,0.05,0.75,0.012685496735571417,0.0,0.0,0.0
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:INT-UT19990920_174715,0.05,0.75,0.01867187251494627,0.0,0.0,0.04020100502512563
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:INT-UT19991022_021856,0.05,0.75,0.011897389017134276,,0.0,0.527027027027027
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:IS-2000-0048,0.05,0.75,0.011897389017134276,,0.0,0.05128205128205128
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:IS-2000-0053,0.05,0.75,0.013066334331128453,0.0,0.0,0.12686567164179105
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:IS-2008-0054,0.05,0.75,0.011956816037693208,0.0,0.0,0.03571428571428571
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:TK-1999-0415,0.05,0.5,0.03529828533834672,0.24,0.8571428571428571,0.25925925925925924
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:UZ-1976-0001,0.05,0.75,0.013320822995623694,0.0,0.0,0.016129032258064516
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:EMSC-20161026_0000095,0.05,0.5,0.03311533087283383,,0.0,0.5510204081632653
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:EMSC-20161030_0000029,0.05,0.5,0.033624033112055356,0.0196078431372549,0.05,0.08333333333333333
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:INT-20230206_0000008,0.05,0.5,0.040291495974291394,0.0,0.0,0.537117903930131
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:INT-20230206_0000222,0.05,0.5,0.03529828533834672,0.0,0.0,0.20512820512820512
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:INT-UT19990920_174715,0.05,0.75,0.01867187251494627,0.0,0.0,0.01507537688442211
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:INT-UT19991022_021856,0.05,0.5,0.03311533087283383,,0.0,0.918918918918919
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:IS-2000-0048,0.05,0.5,0.03311533087283383,,0.0,0.5128205128205128
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:IS-2000-0053,0.05,0.5,0.023510286387674603,0.08333333333333333,0.047619047619047616,0.4701492537313433
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:IS-2008-0054,0.05,0.5,0.033279982476874186,0.0,0.0,0.32142857142857145
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:TK-1999-0415,0.05,0.5,0.03131726827225783,0.04,0.5,0.07407407407407407
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:UZ-1976-0001,0.05,0.5,0.03705708139910944,0.0,0.0,0.11290322580645161
cp_bonferroni_upper95,exchangeable_retained_rc_wall,0,0.1,0.25,0.05826664679096954,0.04884225759768451,0.021700691207201413,0.5937201756060316
cp_bonferroni_upper95,exchangeable_retained_rc_wall,1,0.1,0.25,0.056938459107488924,0.05017543859649123,0.023515869100476896,0.5803588471082267
cp_bonferroni_upper95,exchangeable_retained_rc_wall,2,0.1,0.25,0.05907630880698996,0.04825174825174825,0.02275350370981039,0.5788318381370491
cp_bonferroni_upper95,exchangeable_retained_rc_wall,3,0.1,0.25,0.06098723976785277,0.04634581105169341,0.021158854166666668,0.586371444932239
cp_bonferroni_upper95,exchangeable_retained_rc_wall,4,0.1,0.25,0.06325926500419561,0.044452222611130555,0.02076520601700458,0.583699179232678
cp_bonferroni_upper95,exchangeable_retained_rc_wall,5,0.1,0.25,0.06336073266738991,0.04421648390519986,0.020444880601897284,0.5835083031112808
cp_bonferroni_upper95,exchangeable_retained_rc_wall,6,0.1,0.25,0.05946198972423641,0.04782146652497343,0.02199055220719987,0.5858942546287459
cp_bonferroni_upper95,exchangeable_retained_rc_wall,7,0.1,0.25,0.058235227560162035,0.04895352962043278,0.022556390977443608,0.5838900553540752
cp_bonferroni_upper95,exchangeable_retained_rc_wall,8,0.1,0.25,0.060333827982279896,0.04697508896797153,0.021505376344086023,0.5857988165680473
cp_bonferroni_upper95,exchangeable_retained_rc_wall,9,0.1,0.25,0.05943151857619189,0.04788732394366197,0.022408963585434174,0.5792135903798434
cp_bonferroni_upper95,exchangeable_retained_rc_wall,10,0.1,0.25,0.05877365541195899,0.04843304843304843,0.022189590471528797,0.5849398740217598
cp_bonferroni_upper95,exchangeable_retained_rc_wall,11,0.1,0.25,0.05579307860208604,0.05121865065347934,0.02380170715692712,0.5814086657759114
cp_bonferroni_upper95,exchangeable_retained_rc_wall,12,0.1,0.25,0.0592595508847059,0.048250084947332655,0.023548922056384744,0.5754915060125978
cp_bonferroni_upper95,exchangeable_retained_rc_wall,13,0.1,0.25,0.05581254321128848,0.05120056497175141,0.023565740289289778,0.5872303874785264
cp_bonferroni_upper95,exchangeable_retained_rc_wall,14,0.1,0.25,0.0641894451811971,0.043462897526501766,0.020230263157894737,0.5802634090475282
cp_bonferroni_upper95,exchangeable_retained_rc_wall,15,0.1,0.25,0.0567027303811521,0.05039972193256865,0.023817345597897503,0.581026913533117
cp_bonferroni_upper95,exchangeable_retained_rc_wall,16,0.1,0.25,0.05825816989683512,0.04896090172595984,0.022753314781469962,0.5830311128077877
cp_bonferroni_upper95,exchangeable_retained_rc_wall,17,0.1,0.25,0.05332927819372969,0.05327451645741432,0.026001987413050678,0.5762550104981867
cp_bonferroni_upper95,exchangeable_retained_rc_wall,18,0.1,0.25,0.062154744135762496,0.04553354188390685,0.021613595116317438,0.5784500858942546
cp_bonferroni_upper95,exchangeable_retained_rc_wall,19,0.1,0.25,0.0586478257217933,0.04863540937718684,0.022764493940386505,0.582744798625692
cp_bonferroni_upper95,exchangeable_retained_rc_wall,20,0.1,0.25,0.06381441514566909,0.04363376251788269,0.019960732984293194,0.5833174269898835
cp_bonferroni_upper95,exchangeable_retained_rc_wall,21,0.1,0.25,0.060253474853650554,0.04723862452240361,0.02250537812344862,0.5767322008016798
cp_bonferroni_upper95,exchangeable_retained_rc_wall,22,0.1,0.25,0.060756323834709955,0.046528274874731566,0.02125224783390551,0.5837946172933766
cp_bonferroni_upper95,exchangeable_retained_rc_wall,23,0.1,0.25,0.058540147711742686,0.048694424841213835,0.02245362837617963,0.5865623210536361
cp_bonferroni_upper95,exchangeable_retained_rc_wall,24,0.1,0.25,0.05551890412429282,0.05148373257061137,0.023240800516462233,0.5913342240885665
cp_bonferroni_upper95,exchangeable_retained_rc_wall,25,0.1,0.25,0.05931600341117707,0.04809688581314879,0.023013245033112584,0.5764458866195838
cp_bonferroni_upper95,exchangeable_retained_rc_wall,26,0.1,0.25,0.05832818603451749,0.048982407726802346,0.02333607230895645,0.5807405993510212
cp_bonferroni_upper95,exchangeable_retained_rc_wall,27,0.1,0.25,0.06026706339313169,0.047079646017699116,0.021749795584627963,0.5836037411719794
cp_bonferroni_upper95,exchangeable_retained_rc_wall,28,0.1,0.25,0.0509180569924578,0.055517002081887576,0.02618657937806874,0.5831265508684863
cp_bonferroni_upper95,exchangeable_retained_rc_wall,29,0.1,0.25,0.05532821165412279,0.05166846071044134,0.02340321794246709,0.5872303874785264
cp_bonferroni_upper95,exchangeable_retained_rc_wall,30,0.1,0.25,0.059857439448229466,0.047501759324419426,0.021997718755092065,0.5857033785073488
cp_bonferroni_upper95,exchangeable_retained_rc_wall,31,0.1,0.25,0.05960707238806517,0.04770318021201413,0.022211253701875617,0.5800725329261309
cp_bonferroni_upper95,exchangeable_retained_rc_wall,32,0.1,0.25,0.05824976914690059,0.04888569374550683,0.022284122562674095,0.5824584844435962
cp_bonferroni_upper95,exchangeable_retained_rc_wall,33,0.1,0.25,0.052228023125838456,0.054344063689858085,0.02559087204563977,0.5855125023859515
cp_bonferroni_upper95,exchangeable_retained_rc_wall,34,0.1,0.25,0.06272744911782241,0.044674767691208005,0.02039484418339044,0.5849398740217598
cp_bonferroni_upper95,exchangeable_retained_rc_wall,35,0.1,0.25,0.060343235681639615,0.04712041884816754,0.022218564845292957,0.5798816568047337
cp_bonferroni_upper95,exchangeable_retained_rc_wall,36,0.1,0.25,0.05851516122550469,0.04868514570007108,0.022525485037816508,0.5804542851689254
cp_bonferroni_upper95,exchangeable_retained_rc_wall,37,0.1,0.25,0.05821980165174946,0.049019607843137254,0.022857142857142857,0.5845581217789655
cp_bonferroni_upper95,exchangeable_retained_rc_wall,38,0.1,0.25,0.05938997100577097,0.04792107117688513,0.022276822276822275,0.5826493605649933
cp_bonferroni_upper95,exchangeable_retained_rc_wall,39,0.1,0.25,0.06556834271964533,0.04235211760588029,0.019858854423108484,0.58150410383661
cp_bonferroni_upper95,exchangeable_retained_rc_wall,40,0.1,0.25,0.05446881245495419,0.05244507441530829,0.02406112827182572,0.5870395113571292
cp_bonferroni_upper95,exchangeable_retained_rc_wall,41,0.1,0.25,0.061737470248103894,0.04609081597814954,0.022443890274314215,0.5740599351021187
cp_bonferroni_upper95,exchangeable_retained_rc_wall,42,0.1,0.25,0.05628637869117497,0.050763223287184946,0.02335456475583864,0.5843672456575683
cp_bonferroni_upper95,exchangeable_retained_rc_wall,43,0.1,0.25,0.05750653568385506,0.049667715984610006,0.02324439351776068,0.5830311128077877
cp_bonferroni_upper95,exchangeable_retained_rc_wall,44,0.1,0.25,0.05807678910500017,0.04914004914004914,0.022845953002610966,0.5848444359610613
cp_bonferroni_upper95,exchangeable_retained_rc_wall,45,0.1,0.25,0.060104274354582585,0.04735376044568245,0.022386831275720165,0.5797862187440351
cp_bonferroni_upper95,exchangeable_retained_rc_wall,46,0.1,0.25,0.06313356529792814,0.04446012702893437,0.02051783097215437,0.5860851307501431
cp_bonferroni_upper95,exchangeable_retained_rc_wall,47,0.1,0.25,0.06006769080843732,0.047335203366058905,0.022076860179885527,0.5836037411719794
cp_bonferroni_upper95,exchangeable_retained_rc_wall,48,0.1,0.25,0.05342259837333421,0.05332868595329383,0.025053217619125594,0.5828402366863905
cp_bonferroni_upper95,exchangeable_retained_rc_wall,49,0.1,0.25,0.05862718762817728,0.04865243262163108,0.022667971298108283,0.5852261882038557
cp_bonferroni_upper95,domain_blocked_rc_wall_to_esm,0,0.1,0.25,0.05563074961905161,0.08083333333333333,0.05623188405797101,0.46938775510204084
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:EMSC-20161026_0000095,0.1,0.5,0.04716791367825363,,0.0,0.5306122448979592
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:EMSC-20161030_0000029,0.1,0.5,0.05005990347353403,0.0196078431372549,0.05555555555555555,0.075
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:INT-20230206_0000008,0.1,0.5,0.05736139491117886,0.0,0.0,0.5589519650655022
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:INT-20230206_0000222,0.1,0.5,0.05026979892023939,0.0,0.0,0.1282051282051282
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:INT-UT19990920_174715,0.1,0.5,0.07373821984090766,0.0,0.0,0.1306532663316583
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:INT-UT19991022_021856,0.1,0.5,0.04716791367825363,,0.0,0.9459459459459459
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:IS-2000-0048,0.1,0.5,0.04716791367825363,,0.0,0.5641025641025641
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:IS-2000-0053,0.1,0.5,0.04421702925302513,0.05555555555555555,0.03278688524590164,0.4552238805970149
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:IS-2008-0054,0.1,0.5,0.047401909291794886,0.0,0.0,0.34523809523809523
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:TK-1999-0415,0.1,0.25,0.09429120900862437,0.52,0.8666666666666667,0.5555555555555556
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed0:esm:UZ-1976-0001,0.1,0.5,0.05276828911164202,0.0,0.0,0.20967741935483872
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:EMSC-20161026_0000095,0.1,0.5,0.05384943722689683,,0.0,0.5816326530612245
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:EMSC-20161030_0000029,0.1,0.5,0.06159539986880516,0.0,0.0,0.06666666666666667
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:INT-20230206_0000008,0.1,0.5,0.06547324254185799,0.0,0.0,0.5414847161572053
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:INT-20230206_0000222,0.1,0.5,0.057387101392452906,0.0,0.0,0.1282051282051282
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:INT-UT19990920_174715,0.1,0.5,0.06301442459907576,0.0273972602739726,0.19047619047619047,0.10552763819095477
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:INT-UT19991022_021856,0.1,0.5,0.05384943722689683,,0.0,0.8378378378378378
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:IS-2000-0048,0.1,0.5,0.05384943722689683,,0.0,0.6153846153846154
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:IS-2000-0053,0.1,0.5,0.05545546693210504,0.027777777777777776,0.015873015873015872,0.4701492537313433
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:IS-2008-0054,0.1,0.5,0.054116322572464924,0.0,0.0,0.25
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:TK-1999-0415,0.1,0.25,0.08119795009492395,0.48,0.8571428571428571,0.5185185185185185
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed1:esm:UZ-1976-0001,0.1,0.5,0.06023626439004972,0.0,0.0,0.12903225806451613
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:EMSC-20161026_0000095,0.1,0.5,0.03311533087283383,,0.0,0.5510204081632653
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:EMSC-20161030_0000029,0.1,0.5,0.033624033112055356,0.0196078431372549,0.05,0.08333333333333333
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:INT-20230206_0000008,0.1,0.5,0.040291495974291394,0.0,0.0,0.537117903930131
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:INT-20230206_0000222,0.1,0.5,0.03529828533834672,0.0,0.0,0.20512820512820512
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:INT-UT19990920_174715,0.1,0.5,0.05183592903926943,0.0,0.0,0.08040201005025126
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:INT-UT19991022_021856,0.1,0.5,0.03311533087283383,,0.0,0.918918918918919
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:IS-2000-0048,0.1,0.5,0.03311533087283383,,0.0,0.5128205128205128
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:IS-2000-0053,0.1,0.5,0.023510286387674603,0.08333333333333333,0.047619047619047616,0.4701492537313433
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:IS-2008-0054,0.1,0.5,0.033279982476874186,0.0,0.0,0.32142857142857145
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:TK-1999-0415,0.1,0.25,0.08778094155912398,0.48,0.8571428571428571,0.5185185185185185
cp_bonferroni_upper95,event_blocked_esm_leave_one_event,seed2:esm:UZ-1976-0001,0.1,0.5,0.03705708139910944,0.0,0.0,0.11290322580645161
empirical_no_finite_correction,exchangeable_retained_rc_wall,0,0.01,0.5,0.004305705059203444,0.004488950276243094,0.0029518619436875566,0.4203092193166635
empirical_no_finite_correction,exchangeable_retained_rc_wall,1,0.01,0.5,0.003840782122905028,0.004966300106420717,0.003121516164994426,0.4280397022332506
empirical_no_finite_correction,exchangeable_retained_rc_wall,2,0.01,0.5,0.0035285815102328866,0.005265005265005265,0.0033482142857142855,0.4275625119297576
empirical_no_finite_correction,exchangeable_retained_rc_wall,3,0.01,0.5,0.003866432337434095,0.004933051444679351,0.003162412468940592,0.42250429471273143
empirical_no_finite_correction,exchangeable_retained_rc_wall,4,0.01,0.5,0.004824259131633356,0.003955411722402014,0.0024165202108963092,0.43443405230005727
empirical_no_finite_correction,exchangeable_retained_rc_wall,5,0.01,0.5,0.005643738977072311,0.0031601123595505617,0.0020138733497426717,0.4265126932620729
empirical_no_finite_correction,exchangeable_retained_rc_wall,6,0.01,0.5,0.003115264797507788,0.00572655690765927,0.003577017661524704,0.4268944455048673
empirical_no_finite_correction,exchangeable_retained_rc_wall,7,0.01,0.5,0.003119584055459272,0.005718370264474625,0.003591470258136925,0.4251765604122924
empirical_no_finite_correction,exchangeable_retained_rc_wall,8,0.01,0.5,0.005307855626326964,0.0035001750087504373,0.0022461814914645105,0.4248902462301966
empirical_no_finite_correction,exchangeable_retained_rc_wall,9,0.01,0.5,0.0041914076143905,0.004609929078014184,0.0029154518950437317,0.42555831265508687
empirical_no_finite_correction,exchangeable_retained_rc_wall,10,0.01,0.5,0.00492091388400703,0.003875968992248062,0.0024741340530814214,0.42431761786600497
empirical_no_finite_correction,exchangeable_retained_rc_wall,11,0.01,0.5,0.004893393918210416,0.0038979447200566974,0.002464709836432893,0.4259400648978813
empirical_no_finite_correction,exchangeable_retained_rc_wall,12,0.01,0.5,0.006329113924050633,0.0024656569214512153,0.0015473032714412025,0.4317617866004963
empirical_no_finite_correction,exchangeable_retained_rc_wall,13,0.01,0.5,0.0056002800140007,0.0031847133757961785,0.0020170327207530256,0.42584462683718266
empirical_no_finite_correction,exchangeable_retained_rc_wall,14,0.01,0.5,0.0038746037337090526,0.004922644163150493,0.003115264797507788,0.4288986447795381
empirical_no_finite_correction,exchangeable_retained_rc_wall,15,0.01,0.5,0.004189944134078212,0.0046115643845335225,0.0029082774049217002,0.42660813132277153
empirical_no_finite_correction,exchangeable_retained_rc_wall,16,0.01,0.5,0.0031601123595505617,0.005643738977072311,0.003573023671281822,0.42737163580836035
empirical_no_finite_correction,exchangeable_retained_rc_wall,17,0.01,0.5,0.0032177332856632105,0.005544005544005544,0.003590664272890485,0.425271998472991
empirical_no_finite_correction,exchangeable_retained_rc_wall,18,0.01,0.5,0.004311893639956881,0.004482758620689655,0.002959927140255009,0.4191639625882802
empirical_no_finite_correction,exchangeable_retained_rc_wall,19,0.01,0.5,0.00466786355475763,0.004140786749482402,0.0027112516945323093,0.4224088566520328
empirical_no_finite_correction,exchangeable_retained_rc_wall,20,0.01,0.5,0.0034904013961605585,0.00532292405961675,0.0033624747814391394,0.42574918877648404
empirical_no_finite_correction,exchangeable_retained_rc_wall,21,0.01,0.5,0.004919184820801124,0.0038773352132534366,0.0024769196126998424,0.42384042756251195
empirical_no_finite_correction,exchangeable_retained_rc_wall,22,0.01,0.5,0.0031914893617021275,0.005588543485853999,0.003612553623842854,0.42269517083412866
empirical_no_finite_correction,exchangeable_retained_rc_wall,23,0.01,0.5,0.004244782454899187,0.004551820728291317,0.002943840579710145,0.42145447604504677
empirical_no_finite_correction,exchangeable_retained_rc_wall,24,0.01,0.5,0.005610098176718092,0.0031790886612504416,0.0020247469066366703,0.42422217980530635
empirical_no_finite_correction,exchangeable_retained_rc_wall,25,0.01,0.5,0.0058925476603119585,0.0028591851322373124,0.0017933198834342075,0.42574918877648404
empirical_no_finite_correction,exchangeable_retained_rc_wall,26,0.01,0.5,0.0027942717429269995,0.006028368794326241,0.0038022813688212928,0.42670356938347015
empirical_no_finite_correction,exchangeable_retained_rc_wall,27,0.01,0.5,0.005313496280552604,0.0034965034965034965,0.002233638597274961,0.4272761977476618
empirical_no_finite_correction,exchangeable_retained_rc_wall,28,0.01,0.5,0.005702066999287242,0.0031282586027111575,0.002012522361359571,0.4267990074441687
empirical_no_finite_correction,exchangeable_retained_rc_wall,29,0.01,0.5,0.00495926319518243,0.0038461538461538464,0.0024630541871921183,0.42622637907997707
empirical_no_finite_correction,exchangeable_retained_rc_wall,30,0.01,0.5,0.0035174111853675696,0.00528169014084507,0.0033377837116154874,0.4288986447795381
empirical_no_finite_correction,exchangeable_retained_rc_wall,31,0.01,0.5,0.00526131182041389,0.0035310734463276836,0.0022222222222222222,0.42947127314372974
empirical_no_finite_correction,exchangeable_retained_rc_wall,32,0.01,0.5,0.0031982942430703624,0.0055768560474032764,0.003561887800534283,0.42870776865814086
