row_index,distribution,family,gm_id,scale,dt_s,T1_s,pga_g,pga_from_blob_g,sa_t1_g,significant_duration_d5_95_s,arias_intensity_m_s,fourier_mean_period_s,gm_n
0,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_no_pulse:21:b,1.0,0.04,1.269067203619649,0.5127456,0.5128695208970439,0.27170669442896944,7.050793005680803,2.908298300558663,0.4837022628930119,999
1,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_pulse:4:b,0.35,0.04,1.269067203619649,0.12022849999999999,0.12025356778797146,0.1906946878766648,10.811429531733129,0.22988176189580145,0.7407302830500656,558
2,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_pulse:2:b,0.75,0.04,1.6709133828386349,0.25032915,0.24269718399592252,0.2124746157063218,6.759229553668452,0.49986712368925307,0.9404696452764607,921
3,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_no_pulse:16:b,1.5,0.04,1.6709133828386349,0.8895897,0.8792048929663608,0.27849550607047757,9.721848010687514,8.774351843862867,0.4863414134009691,940
4,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_no_pulse:20:b,0.35,0.04,1.6841701561327886,0.141397235,0.13996400356778796,0.034079908554243005,9.705802581635336,0.4752064480836643,0.3960265649345737,625
5,local_P695_scaled_analysis_all_sets,rcf_low,farfield:6:a,0.5,0.04,1.6841701561327886,0.181989,0.18197311416921508,0.14202445429114646,8.697177955688932,0.49286557729954217,0.44722410296033505,976
6,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_no_pulse:19:b,0.2,0.04,2.251835222849228,0.06793938000000001,0.05365618628950051,0.027934117456848605,9.844618163428418,0.03289074330221339,0.4634628332369779,499
7,local_P695_scaled_analysis_all_sets,rcf_low,farfield:9:b,0.35,0.04,2.251835222849228,0.1252566,0.12403637869520896,0.10339346960051807,10.559704049111648,0.16281221782365585,0.8861725373790749,680
8,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_no_pulse:15:a,1.5,0.04,1.5755191105892326,0.89948745,0.8991144240570845,0.8150540682511582,6.742778513814002,9.663851238729007,0.4571956118841374,407
9,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_no_pulse:23:a,0.75,0.04,1.5755191105892326,0.5483724,0.516453236493374,0.24517769140029413,8.7243305793371,3.240776285463749,0.48073556099364595,1194
10,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_pulse:12:b,1.25,0.04,2.082934924368937,0.7317422499999999,0.7318743628950051,0.631987212494843,26.872219855901292,10.986427138353,1.0191750079183282,1500
11,local_P695_scaled_analysis_all_sets,rcf_low,farfield:2:a,1.25,0.04,2.082934924368937,0.51255125,0.5124713302752293,0.3417995663882561,6.212033090598257,2.977324528022229,0.5982139869866937,500
12,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_pulse:1:a,0.75,0.04,1.0189543636326273,0.33128535,0.3159642584097859,0.31084998830395094,9.170537835376187,1.0055592888759406,1.3495189549856168,976
13,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_pulse:4:b,0.5,0.04,1.0189543636326273,0.171755,0.17171970565749234,0.2613477929144857,10.811698252503508,0.4691027806199871,0.7407604544989913,558
14,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_no_pulse:26:a,1.0,0.04,2.2473355418152527,0.5583689,0.5526885830784913,0.5499940516303055,21.776980868829583,4.216878302798643,0.9419783445793646,1500
15,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_pulse:13:a,1.5,0.04,2.2473355418152527,0.43947555000000005,0.4396024464831804,0.5763277846004149,15.317333743330451,4.438057323797765,1.333493177972559,1500
16,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_pulse:14:b,0.5,0.04,2.014953483520953,0.2591897,0.2436926605504587,0.2182666205016837,10.716807661259123,0.729991533374908,0.8188189001904793,647
17,local_P695_scaled_analysis_all_sets,rcf_low,farfield:12:b,1.5,0.04,2.014953483520953,0.6246285,0.6132135575942915,0.16477811438336556,8.227790298841771,4.881792870011416,0.5559744468909155,699
18,local_P695_scaled_analysis_all_sets,rcf_low,farfield:22:a,1.5,0.04,1.0674608288123417,0.5269935,0.48499617737003053,0.33761773024374403,4.209066213958232,1.7888317556263116,0.3979083795720559,909
19,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_no_pulse:27:a,0.5,0.04,1.0674608288123417,0.5783495,0.5395482925586136,1.0102720351333738,14.501791211519468,5.044659722572781,0.9434698136590192,1500
20,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_no_pulse:17:b,1.5,0.04,2.0271489546908765,0.39836145,0.39838971712538224,0.1541501391609938,20.835897184898318,2.1502589918866843,0.6559767221788835,1000
21,local_P695_scaled_analysis_all_sets,rcf_low,farfield:14:a,0.35,0.04,2.0271489546908765,0.19425839999999997,0.1942174757900102,0.026667635515523504,6.310191751412838,0.259785493315632,0.37151355370501565,999
22,local_P695_scaled_analysis_all_sets,rcf_low,farfield:7:b,0.2,0.04,0.8551392744403776,0.10054980000000001,0.0997965245922528,0.09013780249215247,11.227921839253876,0.09095552150537074,0.5261632518281026,1024
23,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_no_pulse:18:b,0.75,0.04,0.8551392744403776,0.8462324999999999,0.7171413098878695,0.30527066098538513,7.753303328884607,3.0209110055160306,0.2580690370920879,514
24,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_pulse:9:b,0.35,0.04,1.8795448912184696,0.14825643,0.13707712155963303,0.108686084229511,10.238309200793488,0.4300239471647492,0.5252682975408088,498
25,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_no_pulse:27:b,1.5,0.04,1.8795448912184696,0.6306944999999999,0.6064443170234455,0.3111964527181096,22.837127301752666,8.632312937093003,0.7565836374141414,1500
26,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_no_pulse:23:b,1.5,0.04,2.117368041465086,1.0602999,1.0599834352701325,0.3518361074166012,7.947520815558783,13.134156610644506,0.5461324115060346,1194
27,local_P695_scaled_analysis_all_sets,rcf_low,nearfield_no_pulse:19:b,1.25,0.04,2.117368041465086,0.42462112500000004,0.3354755988786952,0.15855039687256298,9.844882402579897,1.2847354222319722,0.46347306465737254,499
28,local_P695_scaled_analysis_all_sets,rcf_low,farfield:8:b,1.25,0.04,0.9421303595519886,0.264895,0.26419947757390416,0.3332820514794814,11.814944231335701,0.9987146351458773,0.7304991729209306,1024
