tau,margin,n_event_seed_blocks,mean_false_safe_rate_given_unsafe,max_false_safe_rate_given_unsafe,mean_false_safe_count,max_false_safe_count,mean_accepted_coverage
0.02,0.0,33,0.32777306642277454,1.0,6.363636363636363,27,0.6482465369928954
0.02,0.25,33,0.20669186055187358,1.0,2.9393939393939394,13,0.5279038154473378
0.02,0.5,33,0.03138665055063121,0.24,0.7575757575757576,6,0.36531352160429625
0.02,0.75,33,0.0,0.0,0.0,0,0.16400604398237997
